image_index,top_label,local_exp
0,781,"[(np.int64(1), np.float64(0.008139905799682734)), (np.int64(54), np.float64(0.007659281752411239)), (np.int64(134), np.float64(0.00751355393548124)), (np.int64(63), np.float64(0.007358218162105038)), (np.int64(19), np.float64(0.007336211312353409)), (np.int64(85), np.float64(0.006794572645779174)), (np.int64(102), np.float64(0.006507973822217623)), (np.int64(9), np.float64(0.006486125941472238)), (np.int64(171), np.float64(0.00644311153632883)), (np.int64(83), np.float64(0.006324059298647261)), (np.int64(87), np.float64(0.0062986125670374685)), (np.int64(188), np.float64(0.0062693403622472495)), (np.int64(127), np.float64(0.006116654818660445)), (np.int64(125), np.float64(0.006020257367524978)), (np.int64(20), np.float64(0.005934008549233523)), (np.int64(173), np.float64(0.005907474739408899)), (np.int64(106), np.float64(0.0058550777527954295)), (np.int64(81), np.float64(0.005851014033494772)), (np.int64(108), np.float64(0.0058284507966857)), (np.int64(49), np.float64(0.005791402594039125)), (np.int64(65), np.float64(0.005777027483426298)), (np.int64(70), np.float64(0.005750947518505111)), (np.int64(110), np.float64(0.005697886808503736)), (np.int64(30), np.float64(0.005650114681104353)), (np.int64(149), np.float64(0.0055985742839605)), (np.int64(145), np.float64(0.00556021560050661)), (np.int64(104), np.float64(0.005485484820910956)), (np.int64(144), np.float64(0.005404359842238037)), (np.int64(22), np.float64(0.00540111661825551)), (np.int64(10), np.float64(0.005294890911237271)), (np.int64(176), np.float64(0.005292235545962919)), (np.int64(164), np.float64(0.005245928739626567)), (np.int64(140), np.float64(0.005245879658129543)), (np.int64(34), np.float64(0.005242726928258839)), (np.int64(159), np.float64(0.005205269206899052)), (np.int64(151), np.float64(0.00517201399870244)), (np.int64(47), np.float64(0.005168716176625703)), (np.int64(99), np.float64(0.005159314717364867)), (np.int64(193), np.float64(0.005154671499348574)), (np.int64(96), np.float64(0.0050726903175556245)), (np.int64(15), np.float64(0.005070175488849124)), (np.int64(120), np.float64(0.005026427003281805)), (np.int64(114), np.float64(0.005023884512147594)), (np.int64(118), np.float64(0.005019440701548062)), (np.int64(43), np.float64(0.005018518446978991)), (np.int64(2), np.float64(0.005011737858495555)), (np.int64(92), np.float64(0.004982994587954355)), (np.int64(182), np.float64(0.004978793458873261)), (np.int64(105), np.float64(0.0048539706685426474)), (np.int64(133), np.float64(0.004838911579169813)), (np.int64(157), np.float64(0.00478569395976886)), (np.int64(90), np.float64(0.004745758656849146)), (np.int64(86), np.float64(0.0047382377478965365)), (np.int64(95), np.float64(0.004715002108221389)), (np.int64(101), np.float64(0.00470062609315565)), (np.int64(166), np.float64(0.004651637966778391)), (np.int64(142), np.float64(0.004572733187894062)), (np.int64(138), np.float64(0.004557220798294213)), (np.int64(167), np.float64(0.004502792292687537)), (np.int64(60), np.float64(0.004486502834975865)), (np.int64(46), np.float64(0.004450128110927548)), (np.int64(79), np.float64(0.004417756734184322)), (np.int64(97), np.float64(0.004408354796177381)), (np.int64(116), np.float64(0.004401947997027119)), (np.int64(135), np.float64(0.004390977591024281)), (np.int64(51), np.float64(0.004370270659153347)), (np.int64(21), np.float64(0.004348232601780429)), (np.int64(154), np.float64(0.0043440308353502426)), (np.int64(31), np.float64(0.004330296361622573)), (np.int64(74), np.float64(0.004296670433006977)), (np.int64(62), np.float64(0.004295949080672653)), (np.int64(18), np.float64(0.0042647545897927085)), (np.int64(137), np.float64(0.004258960510253665)), (np.int64(52), np.float64(0.004240152897937851)), (np.int64(61), np.float64(0.0042169640031726)), (np.int64(53), np.float64(0.004171610225163053)), (np.int64(40), np.float64(0.004126929101669632)), (np.int64(76), np.float64(0.004104889067774956)), (np.int64(175), np.float64(0.004068629415914318)), (np.int64(129), np.float64(0.004041763228021717)), (np.int64(158), np.float64(0.004032141933815071)), (np.int64(146), np.float64(0.004021206581073855)), (np.int64(82), np.float64(0.003964572182507137)), (np.int64(7), np.float64(0.003950387734850507)), (np.int64(41), np.float64(0.0038881008542130937)), (np.int64(124), np.float64(0.003869704515416916)), (np.int64(32), np.float64(0.003852383162202319)), (np.int64(143), np.float64(0.00380766642360436)), (np.int64(123), np.float64(0.003746964270366593)), (np.int64(178), np.float64(0.0037074166814351113)), (np.int64(113), np.float64(0.003703037515965795)), (np.int64(148), np.float64(0.003689336242672655)), (np.int64(162), np.float64(0.003686916712345705)), (np.int64(29), np.float64(0.0036839370417157086)), (np.int64(128), np.float64(0.0036531671633144897)), (np.int64(165), np.float64(0.0036436244503675157)), (np.int64(172), np.float64(0.0036373953884833374)), (np.int64(187), np.float64(0.00352763189582225)), (np.int64(33), np.float64(0.0035049411187196766)), (np.int64(130), np.float64(0.003487227979067248)), (np.int64(153), np.float64(0.0034798242759978442)), (np.int64(36), np.float64(0.003459314737669596)), (np.int64(48), np.float64(0.0034487371616159896)), (np.int64(89), np.float64(0.0034275262607445407)), (np.int64(152), np.float64(0.003408993110862525)), (np.int64(168), np.float64(0.0033742381170167313)), (np.int64(184), np.float64(0.0033565293239309285)), (np.int64(107), np.float64(0.003269609580676462)), (np.int64(69), np.float64(0.0032566943142362938)), (np.int64(111), np.float64(0.0032185774011862173)), (np.int64(131), np.float64(0.003178355615844707)), (np.int64(147), np.float64(0.0031768517007059686)), (np.int64(14), np.float64(0.0031613021027883373)), (np.int64(11), np.float64(0.003116270967652961)), (np.int64(190), np.float64(0.0030475276950097394)), (np.int64(180), np.float64(0.003043283517322536)), (np.int64(64), np.float64(0.0030377693129235487)), (np.int64(126), np.float64(-0.003000130651903736)), (np.int64(122), np.float64(0.0029993944850662244)), (np.int64(185), np.float64(0.0029784019923696924)), (np.int64(37), np.float64(0.002967099097864321)), (np.int64(67), np.float64(0.002948397291897616)), (np.int64(0), np.float64(0.002942885763209487)), (np.int64(169), np.float64(0.0029394139250238024)), (np.int64(186), np.float64(0.0029258297365574856)), (np.int64(119), np.float64(0.0028663095361680527)), (np.int64(5), np.float64(0.002861897333132974)), (np.int64(195), np.float64(0.0028565439951680634)), (np.int64(55), np.float64(0.002856188918859291)), (np.int64(177), np.float64(0.0028085241833983293)), (np.int64(115), np.float64(0.002805884482754263)), (np.int64(98), np.float64(0.002649519462853775)), (np.int64(93), np.float64(0.0026189250788268333)), (np.int64(117), np.float64(0.002614582791839456)), (np.int64(161), np.float64(0.002606363097674343)), (np.int64(194), np.float64(0.002586061271717711)), (np.int64(6), np.float64(0.002571039886405208)), (np.int64(77), np.float64(0.002530714637506358)), (np.int64(24), np.float64(0.002489067317150709)), (np.int64(100), np.float64(0.0024775251860175975)), (np.int64(68), np.float64(0.002446047363484396)), (np.int64(160), np.float64(0.0024348765824867887)), (np.int64(191), np.float64(0.002429793907227369)), (np.int64(73), np.float64(0.0024204945468527927)), (np.int64(91), np.float64(0.0023805158694947485)), (np.int64(28), np.float64(0.002370445284246113)), (np.int64(78), np.float64(0.002350810670437583)), (np.int64(192), np.float64(0.002350305132874987)), (np.int64(72), np.float64(0.0023421528243194344)), (np.int64(156), np.float64(0.002340255128435332)), (np.int64(35), np.float64(0.002237133685327037)), (np.int64(50), np.float64(0.0022333059419998255)), (np.int64(58), np.float64(0.0022062555200549577)), (np.int64(27), np.float64(0.0021928161839745307)), (np.int64(44), np.float64(0.0021043245345967764)), (np.int64(17), np.float64(0.0020935844935804984)), (np.int64(139), np.float64(0.0020922698038395703)), (np.int64(163), np.float64(0.0020847674866645055)), (np.int64(42), np.float64(0.0020797125070187153)), (np.int64(57), np.float64(0.0019324029286622755)), (np.int64(150), np.float64(0.001850914656021309)), (np.int64(8), np.float64(-0.001834353587401618)), (np.int64(38), np.float64(0.0018058044705025762)), (np.int64(16), np.float64(0.0017647721118348887)), (np.int64(136), np.float64(0.0017342819107552118)), (np.int64(170), np.float64(0.0016773420746649898)), (np.int64(94), np.float64(0.0016701515682137926)), (np.int64(112), np.float64(0.0016529528441894313)), (np.int64(88), np.float64(0.0016234530209684737)), (np.int64(174), np.float64(0.0015469805185841985)), (np.int64(75), np.float64(0.0015150059861391257)), (np.int64(181), np.float64(0.001463660131315594)), (np.int64(80), np.float64(0.0014569281537629884)), (np.int64(141), np.float64(0.0013847256511437735)), (np.int64(103), np.float64(0.0013792040649618917)), (np.int64(71), np.float64(0.00117000391212456)), (np.int64(25), np.float64(0.0011501385541802967)), (np.int64(3), np.float64(0.001109548928797404)), (np.int64(59), np.float64(0.0010851072187220132)), (np.int64(45), np.float64(0.00101828672667382)), (np.int64(155), np.float64(0.0009558971358047978)), (np.int64(66), np.float64(0.0009025489338506986)), (np.int64(183), np.float64(0.0008346743004930124)), (np.int64(189), np.float64(0.0007643902258251627)), (np.int64(26), np.float64(0.0007569274545066607)), (np.int64(39), np.float64(0.000741190005564613)), (np.int64(23), np.float64(0.0006863727897442138)), (np.int64(132), np.float64(0.0006724321451646154)), (np.int64(4), np.float64(0.00058267091268048)), (np.int64(109), np.float64(0.0005698817792061018)), (np.int64(56), np.float64(0.0005403060260665722)), (np.int64(121), np.float64(0.0003118391285733242)), (np.int64(179), np.float64(-0.00018106752051094482)), (np.int64(84), np.float64(-0.00014366804102106473)), (np.int64(13), np.float64(7.622525049613173e-05)), (np.int64(12), np.float64(6.96587580864842e-05))]"
1,609,"[(np.int64(62), np.float64(0.019234832257003925)), (np.int64(221), np.float64(0.01744931449767118)), (np.int64(115), np.float64(0.016139869655530496)), (np.int64(206), np.float64(0.015109859991056206)), (np.int64(186), np.float64(0.014768322583173517)), (np.int64(213), np.float64(0.014464720203261224)), (np.int64(220), np.float64(0.014122099660943644)), (np.int64(201), np.float64(0.013792898334545216)), (np.int64(210), np.float64(0.013239761511275363)), (np.int64(121), np.float64(0.013132969185978763)), (np.int64(92), np.float64(0.013029124449177976)), (np.int64(63), np.float64(0.012370582156500127)), (np.int64(211), np.float64(0.01236416011578032)), (np.int64(52), np.float64(0.012359059641104784)), (np.int64(160), np.float64(0.011993678517660145)), (np.int64(41), np.float64(0.011806344890567482)), (np.int64(207), np.float64(0.01157802309692099)), (np.int64(203), np.float64(0.011501375791493056)), (np.int64(23), np.float64(0.01149408739618395)), (np.int64(46), np.float64(0.011432084252816012)), (np.int64(226), np.float64(0.011303860931960837)), (np.int64(73), np.float64(0.010869710475774601)), (np.int64(108), np.float64(0.010858950735186779)), (np.int64(42), np.float64(0.010593729035711284)), (np.int64(72), np.float64(0.010416308941897927)), (np.int64(69), np.float64(0.010203526746109333)), (np.int64(182), np.float64(0.010168284868361757)), (np.int64(39), np.float64(0.009984355531196396)), (np.int64(193), np.float64(0.009892098452140344)), (np.int64(120), np.float64(0.009828281876981376)), (np.int64(196), np.float64(0.009818213647495942)), (np.int64(205), np.float64(0.009696309701921058)), (np.int64(50), np.float64(0.009526421447335143)), (np.int64(86), np.float64(0.009406005354350086)), (np.int64(162), np.float64(0.009403547244289715)), (np.int64(165), np.float64(0.00938819360064531)), (np.int64(163), np.float64(0.009385920887658633)), (np.int64(43), np.float64(0.009301361278443169)), (np.int64(56), np.float64(0.00925003167794487)), (np.int64(137), np.float64(-0.009245321466990634)), (np.int64(239), np.float64(0.009234264697774712)), (np.int64(183), np.float64(0.008878826509510725)), (np.int64(133), np.float64(0.008859611378661272)), (np.int64(235), np.float64(0.008786371296564871)), (np.int64(58), np.float64(0.008783483935216182)), (np.int64(202), np.float64(0.008768489112687173)), (np.int64(244), np.float64(0.008756643430767009)), (np.int64(83), np.float64(0.008718091420179734)), (np.int64(236), np.float64(0.008353592170800844)), (np.int64(111), np.float64(0.008348590050013158)), (np.int64(178), np.float64(0.008345771583971186)), (np.int64(30), np.float64(-0.008215205980408731)), (np.int64(112), np.float64(0.008072332794788233)), (np.int64(116), np.float64(0.00803283299041086)), (np.int64(228), np.float64(0.007935979424237327)), (np.int64(194), np.float64(0.00788635721528626)), (np.int64(122), np.float64(0.0077776907318245665)), (np.int64(134), np.float64(0.00775460817155179)), (np.int64(93), np.float64(0.007577417980013748)), (np.int64(55), np.float64(0.007539215703058673)), (np.int64(171), np.float64(0.007406441840359224)), (np.int64(132), np.float64(0.007393816164409286)), (np.int64(90), np.float64(0.007357209104925813)), (np.int64(126), np.float64(0.0072715667350230885)), (np.int64(18), np.float64(0.007250631956707407)), (np.int64(9), np.float64(0.007218873791751722)), (np.int64(61), np.float64(0.007208274422487041)), (np.int64(197), np.float64(0.007128063638395658)), (np.int64(180), np.float64(0.007099088287978914)), (np.int64(79), np.float64(0.0070664270733474905)), (np.int64(4), np.float64(0.006846765614618625)), (np.int64(125), np.float64(0.006796078622906376)), (np.int64(192), np.float64(0.006757154751954128)), (np.int64(19), np.float64(-0.006707134484862629)), (np.int64(17), np.float64(0.0065435409550516944)), (np.int64(84), np.float64(0.006492099451089552)), (np.int64(11), np.float64(0.0064693404862764085)), (np.int64(96), np.float64(0.0064486526830400005)), (np.int64(127), np.float64(0.00643612770380508)), (np.int64(60), np.float64(0.006386318658475077)), (np.int64(2), np.float64(-0.006368029308870381)), (np.int64(229), np.float64(0.006281488195748965)), (np.int64(155), np.float64(0.006254550988501616)), (np.int64(59), np.float64(0.006117210997168128)), (np.int64(176), np.float64(0.006113928135277889)), (np.int64(240), np.float64(0.006102501150069194)), (np.int64(230), np.float64(-0.006061933371420326)), (np.int64(107), np.float64(0.006010310482464792)), (np.int64(49), np.float64(0.005843957870212188)), (np.int64(117), np.float64(0.005837742080466171)), (np.int64(45), np.float64(0.00579822863485088)), (np.int64(35), np.float64(-0.005759583637886571)), (np.int64(68), np.float64(0.005703133506316196)), (np.int64(123), np.float64(0.00569032538547016)), (np.int64(233), np.float64(0.005674879691871717)), (np.int64(104), np.float64(-0.005522449106073026)), (np.int64(87), np.float64(0.005483341519962964)), (np.int64(161), np.float64(-0.005477748505835301)), (np.int64(195), np.float64(-0.005450901097628472)), (np.int64(136), np.float64(0.005430781138904254)), (np.int64(27), np.float64(0.00538553789706512)), (np.int64(100), np.float64(0.00536063707139017)), (np.int64(81), np.float64(-0.005141391754605321)), (np.int64(29), np.float64(0.005092313145404242)), (np.int64(51), np.float64(-0.005015945325181192)), (np.int64(82), np.float64(0.004994368234588885)), (np.int64(20), np.float64(0.004987179293321668)), (np.int64(129), np.float64(0.004935342082934694)), (np.int64(156), np.float64(0.004909977611067517)), (np.int64(237), np.float64(0.004821546040658307)), (np.int64(5), np.float64(-0.004796731438878012)), (np.int64(231), np.float64(0.004786354563831518)), (np.int64(242), np.float64(0.004715339545492456)), (np.int64(222), np.float64(-0.004702643337404966)), (np.int64(32), np.float64(-0.004687163222690565)), (np.int64(3), np.float64(0.004663494528510823)), (np.int64(142), np.float64(0.0046546524647441455)), (np.int64(138), np.float64(-0.004545763651425613)), (np.int64(103), np.float64(-0.004407171066030497)), (np.int64(199), np.float64(0.004348728131164512)), (np.int64(99), np.float64(0.004336975177210687)), (np.int64(12), np.float64(0.004133098585565958)), (np.int64(174), np.float64(0.004120185147924623)), (np.int64(152), np.float64(0.004107994096083358)), (np.int64(232), np.float64(0.0040736738379331125)), (np.int64(143), np.float64(0.004056386965680049)), (np.int64(38), np.float64(0.0040142685752683)), (np.int64(148), np.float64(0.003960948500822931)), (np.int64(212), np.float64(0.0038754365852742257)), (np.int64(109), np.float64(0.003819083083976705)), (np.int64(101), np.float64(0.003812442972208891)), (np.int64(173), np.float64(0.003804806375079124)), (np.int64(144), np.float64(0.003772742847103927)), (np.int64(151), np.float64(-0.0036724409308830108)), (np.int64(185), np.float64(0.0036425833119907796)), (np.int64(36), np.float64(-0.0036378333084641327)), (np.int64(47), np.float64(-0.003609586935278009)), (np.int64(130), np.float64(-0.0036056223212596176)), (np.int64(135), np.float64(0.0034566128286400454)), (np.int64(200), np.float64(-0.003430797154776905)), (np.int64(54), np.float64(-0.0033713768267480916)), (np.int64(139), np.float64(-0.0033620296274234065)), (np.int64(10), np.float64(0.0033228712374921564)), (np.int64(166), np.float64(-0.003305702850667501)), (np.int64(6), np.float64(0.003301178616906945)), (np.int64(187), np.float64(-0.0032821358234005156)), (np.int64(214), np.float64(-0.003266260075757713)), (np.int64(80), np.float64(0.003224232276278011)), (np.int64(191), np.float64(0.0032039046628815826)), (np.int64(77), np.float64(-0.0031888843474839226)), (np.int64(66), np.float64(0.0031252984999079166)), (np.int64(98), np.float64(0.0031241760780174304)), (np.int64(164), np.float64(0.0031049798440328383)), (np.int64(167), np.float64(0.003093622552385586)), (np.int64(31), np.float64(0.0029474518549665804)), (np.int64(33), np.float64(0.0029168202557351966)), (np.int64(88), np.float64(-0.0028932097382266845)), (np.int64(8), np.float64(-0.0028423221923211473)), (np.int64(95), np.float64(0.00265169679867222)), (np.int64(181), np.float64(0.0026431768842112907)), (np.int64(13), np.float64(0.00263991364647048)), (np.int64(102), np.float64(0.002580176162379469)), (np.int64(118), np.float64(-0.002561550739606501)), (np.int64(154), np.float64(-0.0025390964624950204)), (np.int64(21), np.float64(0.002522447239868389)), (np.int64(150), np.float64(0.0025205781974356584)), (np.int64(145), np.float64(0.0024836514410989867)), (np.int64(147), np.float64(0.00248137169721065)), (np.int64(153), np.float64(-0.002475180684234875)), (np.int64(243), np.float64(-0.002457465617812835)), (np.int64(124), np.float64(0.0024000038018438604)), (np.int64(198), np.float64(-0.00233122322586047)), (np.int64(223), np.float64(-0.0023311535941453456)), (np.int64(215), np.float64(-0.0022967118593150036)), (np.int64(234), np.float64(-0.0022819390543361287)), (np.int64(28), np.float64(-0.0022779428225167663)), (np.int64(91), np.float64(0.0022207141952122946)), (np.int64(76), np.float64(0.002213465084241945)), (np.int64(67), np.float64(-0.002196450009904208)), (np.int64(184), np.float64(0.0021502916018385195)), (np.int64(140), np.float64(0.0019793381608909795)), (np.int64(85), np.float64(0.0019683645076715947)), (np.int64(16), np.float64(-0.0019065757861891027)), (np.int64(238), np.float64(0.0019024264152177161)), (np.int64(172), np.float64(-0.001765236436805467)), (np.int64(218), np.float64(-0.001738451920731226)), (np.int64(89), np.float64(0.001704447568915828)), (np.int64(105), np.float64(-0.001701049154348556)), (np.int64(159), np.float64(0.0016019684700956814)), (np.int64(209), np.float64(0.0015992660413417267)), (np.int64(179), np.float64(0.001574195198577286)), (np.int64(170), np.float64(0.001541570855166075)), (np.int64(169), np.float64(-0.0015298669993129858)), (np.int64(15), np.float64(-0.0015247647468047104)), (np.int64(40), np.float64(0.0015043552778120368)), (np.int64(141), np.float64(0.0014599020545902315)), (np.int64(14), np.float64(-0.001434870097721141)), (np.int64(70), np.float64(0.001395036993064586)), (np.int64(128), np.float64(0.0013863559214489034)), (np.int64(26), np.float64(0.0013354013154185317)), (np.int64(177), np.float64(-0.001285552477581627)), (np.int64(224), np.float64(0.0012690112901406242)), (np.int64(146), np.float64(-0.0012667943250826961)), (np.int64(241), np.float64(-0.0012313076582689652)), (np.int64(119), np.float64(-0.0012305169539490542)), (np.int64(53), np.float64(0.0012291128838325756)), (np.int64(78), np.float64(0.0011899753895164495)), (np.int64(110), np.float64(0.0011357926677474206)), (np.int64(48), np.float64(-0.0011091699072363335)), (np.int64(225), np.float64(-0.0011035548957167357)), (np.int64(114), np.float64(0.0010849181011286224)), (np.int64(65), np.float64(0.0010598556603380275)), (np.int64(75), np.float64(-0.0010595694041847965)), (np.int64(227), np.float64(0.0010201689987789201)), (np.int64(188), np.float64(-0.0009986811775488215)), (np.int64(216), np.float64(0.000992622364059141)), (np.int64(1), np.float64(-0.0009800728992244905)), (np.int64(7), np.float64(0.0009668156881437993)), (np.int64(44), np.float64(-0.0009540869141082543)), (np.int64(217), np.float64(-0.000911728556494524)), (np.int64(24), np.float64(0.000905010816794095)), (np.int64(113), np.float64(0.000894637476318979)), (np.int64(57), np.float64(0.000833475079911692)), (np.int64(74), np.float64(0.0007630267337584681)), (np.int64(22), np.float64(0.0007455809805664867)), (np.int64(97), np.float64(0.0007450650840474458)), (np.int64(94), np.float64(-0.0007283661643486657)), (np.int64(158), np.float64(-0.0007126029069600466)), (np.int64(204), np.float64(0.0007122048767176774)), (np.int64(219), np.float64(0.0006519756212876282)), (np.int64(106), np.float64(0.0006249399269085965)), (np.int64(149), np.float64(0.0005914900948998459)), (np.int64(175), np.float64(-0.0005269267090272767)), (np.int64(157), np.float64(0.0005003563787479326)), (np.int64(34), np.float64(0.0004955441795589725)), (np.int64(0), np.float64(-0.00043763210464951754)), (np.int64(189), np.float64(0.00030873230538678345)), (np.int64(64), np.float64(-0.0003045953201116039)), (np.int64(37), np.float64(0.0003006628838751442)), (np.int64(168), np.float64(0.00029685520077771786)), (np.int64(71), np.float64(-0.0002524973709476518)), (np.int64(208), np.float64(0.0002345773062629341)), (np.int64(190), np.float64(-0.0001835520045918389)), (np.int64(131), np.float64(-0.00012023556692358303)), (np.int64(25), np.float64(-8.78913945279406e-05))]"
